,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependent,Monetary,Frequency,Generation,Segment
38,3725,1961,PhD,Single,84865.0,2852,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,0,SP,60,0,1688,16,Boomers,Loyal
39,3767,1968,Graduation,Married,61314.0,2866,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,SP,53,1,1008,24,Gen X,Loyal
40,5585,1972,Graduation,Single,21359.0,2871,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,0,CA,49,1,48,7,Gen X,Need Attention
41,7030,1955,PhD,Married,66465.0,2892,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,SP,66,1,1485,35,Boomers,Loyal
42,1524,1983,Master,Single,81698.0,2921,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,0,SP,38,0,1104,16,Milenial,Loyal
43,3657,1986,Graduation,Single,39146.0,2936,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,SP,35,1,165,11,Milenial,Need Attention
44,5740,1970,Master,Divorced,25959.0,2936,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,0,SP,51,2,56,7,Gen X,Need Attention
45,9595,1961,Graduation,Together,64260.0,2970,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1,0,SP,60,0,1574,14,Boomers,Loyal
46,3158,1973,Graduation,Married,32300.0,2978,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,SP,48,1,39,5,Gen X,Need Attention
47,5114,1965,Master,Married,74806.0,2993,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,AUS,56,1,965,16,Gen X,Loyal
48,340,1970,Graduation,Divorced,72967.0,2997,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,1,0,GER,51,1,497,19,Gen X,Loyal
49,8805,1960,Graduation,Single,48904.0,3010,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,US,61,1,371,17,Boomers,Need Attention
50,1241,1984,Master,Married,14796.0,3086,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,1,0,GER,37,1,51,6,Milenial,Need Attention
51,1402,1954,Master,Married,66991.0,3092,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,GER,67,0,1253,21,Boomers,Loyal
52,7264,1978,Master,Single,52195.0,2484,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SA,43,3,17,4,Gen X,Need Attention
53,1619,1956,Graduation,Married,90369.0,2498,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1,0,SP,65,0,1588,17,Boomers,Loyal
54,6398,1974,Basic,Married,18393.0,2528,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,SP,47,1,50,8,Gen X,Need Attention
55,1857,1952,Graduation,Single,47139.0,2551,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,0,SP,69,2,83,7,Boomers,Need Attention
56,4877,1973,Master,Married,38576.0,2553,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,IND,48,1,41,5,Gen X,Need Attention
57,3066,1975,PhD,Together,61905.0,2581,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,SA,46,1,231,12,Gen X,Need Attention
58,10286,1962,Graduation,Married,83715.0,2582,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,SA,59,0,926,24,Boomers,Loyal
59,1992,1964,Graduation,Married,60597.0,2615,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,0,SP,57,1,893,16,Boomers,Loyal
60,4246,1982,Master,Single,6560.0,2635,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,SP,39,0,373,2,Milenial,Need Attention
61,10623,1961,Master,Together,48330.0,2662,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,SP,60,1,32,5,Boomers,Need Attention
62,4867,1968,PhD,Single,38236.0,2718,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,SP,53,2,88,11,Gen X,Need Attention
63,3112,1977,Master,Married,22701.0,2733,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,SP,44,1,24,5,Gen X,Need Attention
64,4865,1974,Master,Divorced,53367.0,2738,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,AUS,47,2,400,21,Gen X,Loyal
65,6287,1986,Graduation,Together,34728.0,2770,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,0,SP,35,1,36,5,Milenial,Need Attention
66,4405,1956,Master,Married,63915.0,2770,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,AUS,65,2,789,23,Boomers,Loyal
67,5332,1960,Master,Married,82504.0,2773,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,IND,61,0,1066,17,Boomers,Loyal
68,1519,1972,PhD,Single,38578.0,2808,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,0,SP,49,2,73,9,Gen X,Need Attention
69,9080,1972,PhD,Single,38578.0,2808,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,49,2,73,9,Gen X,Need Attention
70,1772,1975,PhD,Married,79174.0,2970,2,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,1,0,CA,46,0,2043,19,Gen X,Loyal
71,5341,1962,Master,Divorced,81975.0,2976,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,SA,59,1,1588,14,Boomers,Loyal
72,5510,1977,Master,Married,43263.0,3021,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,SP,44,1,441,16,Gen X,Need Attention
73,3887,1970,Graduation,Single,27242.0,3031,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,1,0,IND,51,1,106,7,Gen X,Need Attention
74,7022,1971,Graduation,Married,76445.0,3075,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,SA,50,1,1410,21,Gen X,Loyal
75,9999,1965,Graduation,Together,75276.0,3076,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,SP,56,0,1040,23,Gen X,Loyal
76,10352,1963,Graduation,Divorced,34213.0,3096,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,1,0,SA,58,2,117,9,Boomers,Need Attention
77,7919,1976,PhD,Together,72335.0,3121,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP,45,0,2092,23,Gen X,Loyal
78,4114,1964,Master,Married,79143.0,3123,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,AUS,57,0,1693,29,Boomers,Loyal
79,7990,1947,Graduation,Married,27469.0,3132,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,0,CA,74,0,17,4,Boomers,Need Attention
80,9888,1969,Graduation,Together,68695.0,2440,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,SP,52,0,1091,16,Gen X,Loyal
81,4399,1969,Graduation,Together,68695.0,2440,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,CA,52,0,1091,16,Gen X,Loyal
82,4452,1957,Graduation,Single,50388.0,2468,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,1,0,GER,64,1,372,17,Boomers,Need Attention
83,4785,1970,PhD,Together,77622.0,2512,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,SA,51,2,714,22,Gen X,Loyal
84,8461,1962,Graduation,Divorced,46102.0,2547,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,59,3,16,4,Boomers,Need Attention
85,3878,1980,Master,Single,31859.0,2558,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,41,1,48,5,Milenial,Need Attention
86,9612,1987,Master,Single,23830.0,2578,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,SP,34,0,43,5,Milenial,Need Attention
87,4098,1973,Graduation,Married,24639.0,2588,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,AUS,48,2,44,9,Gen X,Need Attention
88,158,1945,PhD,Together,71604.0,2660,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,0,SP,76,0,1196,17,Boomers,Loyal
89,3896,1984,Graduation,Married,27255.0,2670,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,37,1,37,5,Milenial,Need Attention
90,9970,1977,Graduation,Together,55375.0,2691,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,CA,44,1,162,9,Gen X,Need Attention
91,4002,1960,PhD,Married,77037.0,2695,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,SP,61,1,1123,27,Boomers,Loyal
92,10914,1970,Graduation,Single,24163.0,2696,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,SP,51,2,17,6,Gen X,Need Attention
93,7279,1969,PhD,Together,69476.0,2708,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,US,52,0,1044,15,Gen X,Loyal
94,10582,1979,Graduation,Married,72063.0,2797,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,GER,42,1,758,21,Gen X,Loyal
95,4470,1962,Master,Married,58646.0,2820,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,SP,59,1,140,8,Boomers,Need Attention
96,6183,1962,Master,Married,58646.0,2820,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,GER,59,1,140,8,Boomers,Need Attention
97,6379,1949,Master,Divorced,47570.0,2832,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,0,US,72,2,121,9,Boomers,Need Attention
98,8601,1980,Graduation,Married,80011.0,2862,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,AUS,41,1,1395,21,Milenial,Loyal
99,4827,1956,PhD,Single,54998.0,2912,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,1,0,SP,65,1,455,20,Boomers,Loyal
100,6715,1948,PhD,Single,60200.0,2979,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,SP,73,1,685,25,Boomers,Loyal
101,10676,1982,Graduation,Married,63211.0,3040,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,1,0,SP,39,0,1173,20,Milenial,Loyal
102,1041,1973,PhD,Single,48432.0,3055,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,1,0,SA,48,1,424,19,Gen X,Loyal
103,492,1973,PhD,Single,48432.0,3055,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,0,CA,48,1,424,19,Gen X,Loyal
104,11133,1973,PhD,Single,48432.0,3055,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,1,0,IND,48,1,424,19,Gen X,Loyal
105,4491,1949,Master,Married,62845.0,3072,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,SP,72,2,1178,28,Boomers,Loyal
106,873,1949,Master,Married,62845.0,3072,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,0,SP,72,2,1178,28,Boomers,Loyal
107,1631,1965,PhD,Together,65220.0,3100,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,1,0,GER,56,0,1282,23,Gen X,Loyal
108,8278,1990,PhD,Married,74214.0,3108,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,SP,31,0,1711,16,Milenial,Loyal
109,6815,1980,Master,Married,96547.0,2473,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,1,0,SP,41,0,809,21,Milenial,Loyal
110,254,1955,Graduation,Together,53863.0,2479,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,SP,66,1,473,18,Boomers,Loyal
111,1349,1970,Graduation,Married,50447.0,2505,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,IND,51,2,148,8,Gen X,Need Attention
112,2534,1953,Graduation,Married,37716.0,2505,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,AUS,68,1,188,10,Boomers,Need Attention
113,2130,1982,Graduation,Together,45203.0,2534,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,1,0,SA,39,2,147,8,Milenial,Need Attention
114,2296,1975,Master,Married,37368.0,2631,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,SP,46,1,30,4,Gen X,Need Attention
115,3799,1955,Graduation,Married,67225.0,2651,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,US,66,1,868,23,Boomers,Loyal
116,11084,1976,Master,Together,65104.0,2663,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,1,0,CA,45,1,1053,17,Gen X,Loyal
117,5172,1976,Master,Together,65104.0,2663,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,SP,45,1,1053,17,Gen X,Loyal
118,9504,1949,Master,Married,81698.0,2671,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,SP,72,0,1008,25,Boomers,Loyal
119,850,1968,Graduation,Single,70566.0,2702,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,SP,53,1,757,22,Gen X,Loyal
120,4477,1958,Graduation,Together,69096.0,2711,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,GER,63,1,653,18,Boomers,Loyal
121,1945,1962,Graduation,Married,71434.0,2720,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,SP,59,1,1400,21,Boomers,Loyal
122,7685,1978,Graduation,Married,33039.0,2729,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,SP,43,1,78,7,Gen X,Need Attention
123,6310,1978,Graduation,Married,33039.0,2729,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,CA,43,1,78,7,Gen X,Need Attention
124,10832,1958,Graduation,Together,46610.0,2782,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,SP,63,0,467,14,Boomers,Need Attention
125,3025,1958,Graduation,Single,49967.0,2792,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,CA,63,1,306,15,Boomers,Need Attention
126,2404,1976,Graduation,Married,53359.0,2834,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,US,45,2,257,14,Gen X,Need Attention
127,8581,1971,Master,Married,49505.0,2917,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,SP,50,2,751,29,Gen X,Loyal
128,8755,1946,Master,Married,68657.0,2930,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,AUS,75,0,1196,18,Boomers,Loyal
129,10177,1954,Graduation,Divorced,72071.0,2936,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,SP,67,1,1338,20,Boomers,Loyal
130,2429,1954,Graduation,Divorced,72071.0,2936,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,CA,67,1,1338,20,Boomers,Loyal
131,8920,1967,Master,Single,59235.0,2969,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,IND,54,1,1128,28,Gen X,Loyal
132,8430,1957,Graduation,Together,21994.0,2988,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,AUS,64,1,22,4,Boomers,Need Attention
133,8619,1957,Graduation,Together,21994.0,2988,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,SP,64,1,22,4,Boomers,Need Attention
134,8996,1957,PhD,Married,51381.5,3023,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,GER,64,3,603,29,Boomers,Loyal
135,7233,1972,Graduation,Married,69209.0,3086,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,CA,49,0,1782,16,Gen X,Loyal
136,6678,1989,Graduation,Together,31928.0,2529,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,IND,32,1,72,9,Milenial,Need Attention
137,830,1987,PhD,Single,74004.0,2561,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,1,0,IND,34,0,1658,15,Milenial,Loyal
138,6365,1987,Master,Married,30390.0,2736,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,IND,34,0,80,6,Milenial,Need Attention
139,6770,1985,Graduation,Married,21355.0,2749,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,1,0,US,36,1,68,7,Milenial,Need Attention
140,2261,1969,Graduation,Married,26304.0,2807,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,GER,52,1,16,4,Gen X,Need Attention
141,1031,1989,Master,Married,85710.0,2856,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,IND,32,0,1062,26,Milenial,Loyal
142,10089,1974,Graduation,Divorced,102692.0,2886,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,1,0,SA,47,0,1112,29,Gen X,Loyal
143,9256,1971,Graduation,Single,58350.0,2977,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,SP,50,1,1001,27,Gen X,Loyal
144,10641,1978,Graduation,Single,7500.0,2985,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,SP,43,2,57,10,Gen X,Need Attention
145,624,1984,Master,Single,18890.0,3032,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,1,0,SA,37,0,35,4,Milenial,Need Attention
146,4211,1986,Basic,Married,20425.0,3044,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,CA,35,1,57,7,Milenial,Need Attention
147,1407,1986,Basic,Married,20425.0,3044,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,GER,35,1,57,7,Milenial,Need Attention
148,10356,1957,PhD,Divorced,41437.0,3081,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,64,2,32,5,Boomers,Need Attention
149,9323,1949,Master,Together,49912.0,3096,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,ME,72,1,874,26,Boomers,Loyal
150,1146,1949,Master,Together,49912.0,3096,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,AUS,72,1,874,26,Boomers,Loyal
151,6343,1959,Graduation,Married,79823.0,2526,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,AUS,62,1,1518,23,Boomers,Loyal
152,8545,1954,Graduation,Divorced,85683.0,2536,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,SP,67,0,1789,17,Boomers,Loyal
153,8275,1965,PhD,Divorced,47025.0,2576,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,56,2,20,4,Gen X,Need Attention
154,10673,1976,PhD,Married,68397.0,2660,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,SA,45,1,1416,21,Gen X,Loyal
155,8799,1984,PhD,Married,38175.0,2715,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,SP,37,1,153,11,Milenial,Need Attention
156,67,1972,Master,Single,46423.0,2720,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP,49,2,92,9,Gen X,Need Attention
157,9923,1972,Master,Single,46423.0,2720,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP,49,2,92,9,Gen X,Need Attention
158,2814,1976,Master,Together,30560.0,2803,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,SA,45,1,31,5,Gen X,Need Attention
159,2711,1976,Master,Together,30560.0,2803,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,CA,45,1,31,5,Gen X,Need Attention
160,4320,1979,Graduation,Single,60152.0,2894,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,SP,42,1,943,23,Gen X,Loyal
161,10451,1965,Graduation,Together,29672.0,2910,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SA,56,2,25,4,Gen X,Need Attention
162,4198,1965,Graduation,Together,29672.0,2910,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SP,56,2,25,4,Gen X,Need Attention
